"name","host","url","category","tagline","evidence","claimed_taken","top_bid","bidders","minimum_bid","payment_rail","listed_at","registered_at","registrar","clicks","referrals","figures_read_at"
"farmr.lol","farmr.lol","https://farmr.lol/","X accounts","X handles on top by public bid — the first five joined free, everyone after pays.","Measured","$30","$7","","","","2026-08-21T20:55:36.000Z","2026-08-20T23:24:27Z","NameCheap, Inc.","4","0","2026-09-02T05:34:55.919Z"
"indiecity","indiecity.lol","https://indiecity.lol/","Ads & billboards","Outbid the skyline: a 3D city where paying more builds your tower higher; the park is still empty.","Checked - unreadable","","","0","","","2026-08-21T20:55:36.000Z","2026-08-21T08:14:28Z","OVH sas","2","0","2026-08-21T23:53:00.341Z"
"melhor lance","melhorlance.dev","https://melhorlance.dev/","Regional & other currencies","The Brazilian giant: a public board of Brazilian products a hundred rows deep, with thousands of visits a day.","Measured","$1,430.98","$0.18","~101","","","2026-08-21T20:55:36.000Z","2026-08-20T18:07:15.440Z","Namecheap Inc.","12","0","2026-08-31T01:28:46.873Z"
"Race to the Bottom","racetothebottom.lol","https://racetothebottom.lol/","Websites & products","The inversion of the inversion: five dollars to enter, all bids revealed at once, and the LOWEST unique bid wins #1 for a day.","Checked - unreadable","","","","$5","","2026-08-21T20:55:36.000Z","2026-08-21T08:44:33Z","Key-Systems, LLC","0","0","2026-08-21T23:53:00.192Z"
"roastme.gg","roastme.gg","https://roastme.gg/","Games & clips","Pay to be publicly roasted by AI, ranked by how much it hurt your wallet — twenty dollars buys Scorched Earth.","Verified - unmeasured","","","","$20","","2026-08-21T20:55:36.000Z","","","6","0",""
"TopYoutubeChannels","topchannels.lol","https://topchannels.lol/","X accounts","YouTube channels claim their spot and get discovered; the board decides by bid.","Checked - unreadable","","","","","","2026-08-21T20:55:36.000Z","2026-08-21T13:58:10Z","NameCheap, Inc.","4","0","2026-08-30T21:35:15.592Z"
"tophumans.lol","tophumans.lol","https://tophumans.lol/","X accounts","The human leaderboard: people boosted a few dollars at a time, sixteen rows and counting.","Measured","$37","$5","16","","","2026-08-21T20:55:36.000Z","2026-08-21T06:54:48Z","Cloudflare, Inc.","2","0","2026-08-31T01:28:47.681Z"
"TopPlugin","topplugin.lol","https://topplugin.lol/","Websites & products","No reviews, no secret algorithm: WordPress plugins ranked by what they bid.","Measured","$13","$3","","","","2026-08-21T20:55:36.000Z","2026-08-20T23:06:32Z","HOSTINGER operations, UAB","1","0","2026-08-31T01:28:47.267Z"
"TopTheme","toptheme.lol","https://toptheme.lol/","Websites & products","WordPress themes outbid each other for the spotlight.","Measured","$17","$3","","","","2026-08-21T20:55:36.000Z","2026-08-21T11:33:39Z","HOSTINGER operations, UAB","1","0","2026-08-31T01:28:47.074Z"
"watchbid.lol","watchbid.lol","https://watchbid.lol/","Ads & billboards","Buy the top screen: the three highest bids get their picture full-width above the fold; everyone else is a line.","Measured","$10","","","","","2026-08-21T20:55:36.000Z","2026-08-21T02:49:07Z","NameCheap, Inc.","3","0","2026-08-30T02:11:36.455Z"
"whos1.lol","whos1.lol","https://whos1.lol/","X accounts","One leaderboard for every profile on the internet, with a live feed and a takeover button.","Measured","$10","","3","","","2026-08-21T20:55:36.000Z","2026-08-21T05:54:22Z","Cloudflare, Inc.","5","0","2026-08-21T23:46:40.198Z"
"SRank","srank.lol","https://srank.lol/","X accounts","Twitch discovery, paid: rank your channel or a streamer you love, and the visits get counted out to Twitch.","Measured","$120","$12","18","$5","","2026-08-21T20:49:53.000Z","2026-08-21T15:09:49Z","Squarespace Domains II LLC","4","0","2026-08-31T01:28:47.845Z"
"RankMarkets","rankmarkets.lol","https://rankmarkets.lol/","Directories of bid sites","The paid-placement index: a map of every site where payment determines ranking, visibility or position.","Verified - unmeasured","","","","","","2026-08-21T20:48:10.000Z","2026-08-21T07:37:49Z","HOSTINGER operations, UAB","3","0",""
"topchat.lol","topchat.lol","https://topchat.lol/","Websites & products","The pay-to-rank chatroom: two dollars to post, money decides the order, and anyone can boost any message.","Measured","$51","$4","0","$2","","2026-08-21T20:48:10.000Z","2026-08-20T22:50:14Z","Key-Systems, LLC","0","0","2026-09-01T14:45:05.685Z"
"Biggus Dickus","biggusdickus.lol","https://biggusdickus.lol/","Websites & products","The Roman one: founders and products ranked by the size of their tribute, in shameless imperial style.","Verified - unmeasured","","","","$5","","2026-08-21T20:40:15.000Z","2026-08-21T14:37:52Z","NameCheap, Inc.","1","0",""
"toplocal","toplocal.lol","https://toplocal.lol/","Websites & products","The per-country board: the leaderboard money buys, one map wedge per nation — or claim the whole map.","Measured","$13","","","","","2026-08-21T20:40:14.000Z","2026-08-21T04:10:38Z","Key-Systems, LLC","0","0","2026-08-30T02:11:36.908Z"
"Top Marketers","topmarketers.lol","https://topmarketers.lol/","X accounts","Marketers bid for visibility in front of the brands that hire; every position is transparent.","Explicit $0","$0","$1","1","","Dodo","2026-08-21T20:40:13.000Z","2026-08-21T12:11:49Z","NameCheap, Inc.","5","0","2026-08-21T23:12:00.500Z"
"Rei de Portugal","reideportugal.lol","https://reideportugal.lol/","Regional & other currencies","Buy Portugal municipality by municipality; every euro raised is pledged to a Portuguese charity.","Checked - unreadable","","","1","","","2026-08-21T20:40:12.000Z","2026-08-21T14:47:13Z","NameCheap, Inc.","4","0","2026-08-21T23:53:00.506Z"
"TopCreator","topcreator.fun","https://topcreator.fun/","X accounts","X and YouTube creators outbid each other for #1, in English or French.","Measured","$2","","1","","Stripe","2026-08-21T20:40:11.000Z","","","5","0","2026-09-01T08:29:57.308Z"
"ViralMe","viralme.lol","https://viralme.lol/","Websites & products","Pay to rank, go viral: rank is the bid and nothing else.","Measured","$6","$4","","$3","","2026-08-21T20:40:10.000Z","2026-08-21T04:58:38Z","NameCheap, Inc.","0","0","2026-08-31T01:28:48.023Z"
"halfbid.lol","halfbid.lol","https://halfbid.lol/","Websites & products","Half the takeover tax: climbing costs half what it would elsewhere, and every payment comes back as credit.","Checked - unreadable","","$2","","","","2026-08-21T20:40:09.000Z","2026-08-21T05:21:54Z","Key-Systems, LLC","0","0","2026-08-21T20:40:00.000Z"
"topnewsletters.lol","topnewsletters.lol","https://topnewsletters.lol/","Websites & products","Newsletters bid for the inbox — the opens, the replies, the forwards; the top slot carries real money.","Measured","~$277","$56","","","","2026-08-21T20:40:08.000Z","2026-08-21T00:46:49Z","NameCheap, Inc.","0","0","2026-08-31T01:28:48.385Z"
"outdonate.lol","outdonate.lol","https://outdonate.lol/","Websites & products","The donation inversion: the money goes to causes rather than the operator, and the top giver holds #1.","Measured","$5","$5","1","$5","","2026-08-21T20:40:07.000Z","2026-08-21T17:48:06Z","Spaceship, Inc.","0","0","2026-08-21T22:03:37.780Z"
"freeoutbid.lol","freeoutbid.lol","https://freeoutbid.lol/","Websites & products","The one money cannot fully buy: every project starts with three free bids and a $100 limit.","Checked - unreadable","","","","","","2026-08-21T20:40:06.000Z","2026-08-21T16:04:46Z","Spaceship, Inc.","5","0","2026-08-22T18:58:49.623Z"
"befamous.lol","befamous.lol","https://befamous.lol/","X accounts","Personal fame, priced: outbid everyone else to put your own name at the top.","Measured","$5","$5","1","","","2026-08-21T20:40:05.000Z","2026-08-21T14:43:28Z","Spaceship, Inc.","3","0","2026-08-23T15:14:52.736Z"
"flexxx.lol","flexxx.lol","https://flexxx.lol/","X accounts","Instagram handles boosted with real dollars; the live feed shows who paid to flex whom.","Measured","$45","$5","","","","2026-08-21T20:40:04.000Z","2026-08-21T10:43:50Z","Key-Systems, LLC","4","0","2026-08-21T23:53:00.836Z"
"secbid.lol","secbid.lol","https://secbid.lol/","Websites & products","Another outbid.lol built for security businesses: pentest tools, IAM and EDR ranked by bid.","Checked - unreadable","","$1","1","","","2026-08-21T20:40:03.000Z","2026-08-21T17:51:35Z","HOSTINGER operations, UAB","0","0","2026-08-21T23:53:01.007Z"
"topshopifyapp.lol","topshopifyapp.lol","https://topshopifyapp.lol/","Websites & products","Shopify apps outbid each other for the top; a dollar joins the board lower down.","Measured","$45","$21","","$1","","2026-08-21T20:40:03.000Z","2026-08-21T07:45:03Z","NameCheap, Inc.","0","0","2026-09-04T00:11:34.768Z"
"TopService","topservice.lol","https://topservice.lol/","Websites & products","Services pay their way to #1; spots open at a dollar and a lower bid still lands.","Measured","$7","$2","1","$1","","2026-08-21T20:40:02.000Z","2026-08-21T13:51:46Z","Spaceship, Inc.","0","0","2026-08-21T23:46:41.890Z"
"TopTools","toptools.lol","https://toptools.lol/","Websites & products","One list ordered by money: whatever you bid puts you above everyone who bid less.","Measured","$56","$50","3","","","2026-08-21T20:40:02.000Z","2026-08-21T06:54:46Z","NameCheap, Inc.","0","0","2026-08-31T01:28:48.769Z"
"feedbid.lol","feedbid.lol","https://feedbid.lol/","Games & clips","Videos ranked by bid, with every click delivered and counted; Spanish toggle included.","Measured","$21","$6","11","$1","","2026-08-21T20:40:01.000Z","2026-08-21T17:31:56Z","Cloudflare, Inc.","3","0","2026-08-31T01:28:48.955Z"
"nohumans.lol","nohumans.lol","https://nohumans.lol/","AI tools & agents","The leaderboard humans cannot buy: every slot is bought by an AI agent paying machine-to-machine in USDC over x402.","Explicit $0","$0","","","","USDC via x402","2026-08-21T20:40:01.000Z","2026-08-21T09:57:13Z","Porkbun LLC","3","0","2026-08-21T23:12:00.668Z"
"OUTLVL","outlvl.lol","https://outlvl.lol/","Games & clips","Pay to rank your game above the rest; the bid decides the spot, and you can bid again later.","Measured","$5","$3","2","","","2026-08-21T20:40:00.000Z","2026-08-21T07:05:21Z","Name.com, Inc.","3","0","2026-08-30T02:11:37.437Z"
"RankTube","ranktube.lol","https://ranktube.lol/","Games & clips","Every video is an ad and every ad is for sale — spots on a video wall, taken by whoever pays.","Measured","$2","$2","1","","","2026-08-21T20:40:00.000Z","2026-08-21T12:39:45Z","Spaceship, Inc.","5","0","2026-08-21T22:03:39.330Z"
"PeopleRanking","peoplerank.lol","https://peoplerank.lol/","X accounts","Nominate anyone; every confirmed dollar adds to their score, and ties go to whoever arrived first.","Checked - unreadable","","$3","1","","","2026-08-21T20:35:04.000Z","2026-08-21T06:59:06Z","HOSTINGER operations, UAB","2","0","2026-08-21T23:53:01.548Z"
"shoutbid","shoutbid.lol","https://shoutbid.lol/","Websites & products","Pay to stand above everyone else, with a billboards tab for the bigger spenders.","Checked - unreadable","","","","$5","","2026-08-21T20:35:03.000Z","2026-08-21T16:55:14Z","NameCheap, Inc.","0","0","2026-08-21T23:53:01.721Z"
"Blue vs Red","blue-vs-red.app","https://blue-vs-red.app/","Ads & billboards","The battle for America: deploy soldiers from a dollar and push your side's line across the map.","Explicit $0","$0","","0","$1","","2026-08-21T20:35:02.000Z","2026-08-21T15:29:46.526Z","CloudFlare, Inc.","2","0","2026-08-21T20:35:00.000Z"
"HypeLadder","hypeladder.lol","https://hypeladder.lol/","X accounts","The Twitch version: communities boost their streamer with dollars, and the top spot goes to the best-funded fandom.","Measured","$1","$1","1","","","2026-08-21T20:35:01.000Z","2026-08-21T04:13:22Z","NameCheap, Inc.","3","0","2026-08-23T15:14:52.889Z"
"Richie Rich","richierich.lol","https://richierich.lol/","X accounts","Find the real-life Richie Rich: one crown, worn by whoever paid the most to wear it.","Checked - unreadable","","$5","1","","","2026-08-21T20:35:00.000Z","2026-08-21T19:50:16Z","Key-Systems, LLC","2","0","2026-08-21T23:53:01.889Z"
"dontbid.lol","dontbid.lol","https://dontbid.lol/","Websites & products","A product directory with no algorithm, no reviews and no editors — listings sit where their money put them.","Checked - unreadable","","$15","8","","","2026-08-21T20:27:00.000Z","2026-08-21T07:05:46Z","Key-Systems, LLC","1","0","2026-08-21T23:53:02.069Z"
"tweetbid.lol","tweetbid.lol","https://tweetbid.lol/","X accounts","Pay to rank any tweet: no ads, no gatekeeping, just outbid the other builders.","Measured","$7","","","","","2026-08-21T20:27:00.000Z","2026-08-21T09:08:01Z","NameCheap, Inc.","6","0","2026-08-22T15:03:27.193Z"
"WARMAP","warmap.lol","https://warmap.lol/","Ads & billboards","The world is for sale: bid on any country, your logo rules it, and anyone can steal it for 1.5x your bid.","Measured","$5,615","","0","","","2026-08-21T20:27:00.000Z","2026-08-21T07:25:42Z","Spaceship, Inc.","24","0","2026-09-01T19:20:10.084Z"
"whosetheboss.lol","whosetheboss.lol","https://whosetheboss.lol/","Websites & products","One company rules the page: outbid them or sit below them, on separate boards for websites and apps.","Measured","$88","$22","10","","","2026-08-21T20:27:00.000Z","2026-08-20T15:58:09Z","Key-Systems, LLC","0","0","2026-08-31T01:28:49.127Z"
"AppRumble","apprumble.lol","https://apprumble.lol/","Websites & products","The fight card: every app above you has a price on its head — pay it, take the spot, hand them the loss.","Checked - unreadable","","$1.40","1","","","2026-08-21T20:26:00.000Z","2026-08-21T15:11:29Z","Cloudflare, Inc.","0","0","2026-08-21T23:53:02.234Z"
"Bidwall","bidwall.app","https://bidwall.app/","Websites & products","A network of ranked boards — global, per-region and per-OS — each with its own entry price, from rupees to Singapore dollars.","Checked - unreadable","","","40","","","2026-08-21T20:26:00.000Z","2026-08-21T15:51:00.871Z","CloudFlare, Inc.","0","0","2026-08-21T20:25:00.000Z"
"Kingme","kingme.lol","https://kingme.lol/","Websites & products","The resale throne: pay for #1, and when someone takes it for twice your price, you get 70% of what they paid.","Checked - unreadable","","","0","","","2026-08-21T20:26:00.000Z","2026-08-21T17:09:40Z","Name.com, Inc.","0","0","2026-08-21T23:53:02.413Z"
"ViralBid","viralbid.lol","https://viralbid.lol/","X accounts","Money talks: profiles ranked solely by verified payments — placement, not followers or engagement.","Checked - unreadable","","$1","1","$1","","2026-08-21T20:15:01.000Z","2026-08-21T09:12:23Z","Key-Systems, LLC","4","0","2026-08-21T23:53:02.576Z"
"Fastbid","fastbid.lol","https://fastbid.lol/","Websites & products","Pay once, stay listed, track every click; the first successful payment creates the opening position.","Measured","$2","$2","1","$2","Stripe","2026-08-21T20:15:00.000Z","2026-08-21T09:03:38Z","NameCheap, Inc.","0","0","2026-08-21T23:46:42.340Z"
"APEBID","apebid.lol","https://apebid.lol/","Crypto & tokens","Promote your favorite memecoin and rule the board; not a token — the board is the product.","Checked - unreadable","","","2","","SOL","2026-08-21T20:12:00.000Z","2026-08-21T12:41:09Z","NameCheap, Inc.","4","0","2026-08-21T23:53:02.894Z"
"benslist","benslist.lol","https://benslist.lol/","Websites & products","The search engine sorted by money: four million results, and the ones who paid float to the top.","Checked - unreadable","","","1","","","2026-08-21T20:12:00.000Z","2026-08-21T12:55:17Z","Key-Systems, LLC","0","0","2026-08-21T23:53:02.735Z"
"bidrush","bidrush.lol","https://bidrush.lol/","Websites & products","The budget board: #1 on the big one costs a fortune — here the crown is single digits.","Measured","$26","$6","6","","","2026-08-21T20:12:00.000Z","2026-08-21T09:04:56Z","Name.com, Inc.","0","0","2026-08-22T11:03:18.604Z"
"BidTube","bidtube.lol","https://bidtube.lol/","X accounts","YouTubers outbid each other for #1: no ads, no algorithms, just money.","Explicit $0","$0","$1","1","","","2026-08-21T20:12:00.000Z","2026-08-20T22:43:07Z","NameCheap, Inc.","3","0","2026-08-21T23:46:42.655Z"
"biggestego.lol","biggestego.lol","https://biggestego.lol/","X accounts","The whole site is one line: who is #1 and what their ego cost.","Checked - unreadable","","$5","1","","","2026-08-21T20:12:00.000Z","2026-08-21T07:05:21Z","Porkbun LLC","4","0","2026-08-21T23:53:03.191Z"
"ExtBid","extbid.lol","https://extbid.lol/","Websites & products","Chrome extensions outbid each other for the top spot and the traffic it drives.","Measured","$6","$4","2","","","2026-08-21T20:12:00.000Z","2026-08-21T05:23:01Z","Key-Systems, LLC","0","0","2026-08-31T01:28:49.499Z"
"MacBid","macbid.lol","https://macbid.lol/","Websites & products","The paid leaderboard for Mac apps, ranked by real public bids with cookie-free analytics.","Checked - unreadable","","$3","","","","2026-08-21T20:12:00.000Z","2026-08-21T05:43:38Z","NameCheap, Inc.","1","0","2026-08-22T05:54:51.077Z"
"Outsat","outsat.lol","https://outsat.lol/","Crypto & tokens","Rank any link with sats over Lightning; keep stacking the same link to climb.","Checked - unreadable","","4,000 sats","","","Lightning","2026-08-21T20:12:00.000Z","2026-08-21T10:40:51Z","Cloudflare, Inc.","3","0","2026-08-21T20:25:00.000Z"
"payattention.lol","payattention.lol","https://payattention.lol/","Websites & products","Paste a link, name a price, watch it climb; a hall of fame keeps the receipts.","Checked - unreadable","","$1","2","","","2026-08-21T20:12:00.000Z","2026-08-21T10:05:29Z","Name.com, Inc.","1","0","2026-08-21T23:53:03.035Z"
"Rankmeme","rankmeme.lol","https://rankmeme.lol/","Crypto & tokens","Pay to rank Solana memes, with a treasury token bolted on and stats in two languages.","Measured","$0.46","$0.04","3","","SOL","2026-08-21T20:12:00.000Z","2026-08-21T12:24:08Z","NameCheap, Inc.","3","0","2026-08-31T01:28:49.292Z"
"Top Founder","topfounder.lol","https://topfounder.lol/","X accounts","The best founders money can buy; the asterisk is the business model.","Measured","$1","$1","1","$1","","2026-08-21T20:12:00.000Z","2026-08-21T10:13:21Z","HOSTINGER operations, UAB","3","0","2026-08-21T20:25:00.000Z"
"topple.lol","topple.lol","https://topple.lol/","Websites & products","Nobody camps at #1: every bid melts 50% a day, so the king refuels or gets toppled.","Measured","$51","$5","3","","","2026-08-21T20:12:00.000Z","2026-08-20T21:07:40Z","Cloudflare, Inc.","0","0","2026-08-30T02:11:38.013Z"
"y33t.lol","y33t.lol","https://y33t.lol/","Websites & products","One spot, endless yeets: pay to take the board and hold it until someone yeets you off.","Measured","$3","","1","","","2026-08-21T20:12:00.000Z","2026-08-21T08:37:22Z","Name.com, Inc.","1","0","2026-08-31T04:44:57.188Z"
"AgentBid","agentbid.lol","https://agentbid.lol/","Ads & billboards","One canvas for the agent internet: 264 plots, each opening at a dollar, bought by bid.","Verified - unmeasured","","","","$1","","2026-08-21T20:05:11.000Z","2026-08-20T20:36:01Z","Name.com, Inc.","3","0",""
"BidList","bidlist.lol","https://bidlist.lol/","Websites & products","List your product, place a bid, get discovered; the bid-powered product leaderboard.","Measured","$18","$1","1","$1","","2026-08-21T20:05:10.000Z","2026-08-21T08:56:10Z","Spaceship, Inc.","1","0","2026-08-30T02:11:38.205Z"
"BidWall","bidwall.lol","https://bidwall.lol/","Ads & billboards","The internet's billboard: companies ranked by what they paid for their space.","Measured","$54","$18","","$1","Stripe","2026-08-21T20:05:09.000Z","2026-08-21T08:14:45Z","Dynadot Inc","3","0","2026-08-31T13:59:44.449Z"
"toolbid.lol","toolbid.lol","https://toolbid.lol/","Websites & products","Developer tools, AI tools, extensions and apps; pay a dollar more than #1 so people see your work.","Measured","$12","$4","2","","","2026-08-21T20:05:08.000Z","2026-08-21T12:14:09Z","Name.com, Inc.","0","0","2026-09-01T06:29:25.606Z"
"lamborghini.lol","lamborghini.lol","https://lamborghini.lol/","Ads & billboards","Bid for screen time on a real Lamborghini's digital billboard; your ad rides for the lifetime of the car.","Measured","$25,000","","","$1,000","","2026-08-21T20:05:07.000Z","2026-08-21T01:23:58Z","NameCheap, Inc.","43","0","2026-08-21T22:03:42.044Z"
"topx.lol","topx.lol","https://topx.lol/","X accounts","Own a piece of internet real estate: one X account holds the top until somebody bids a dollar more.","Measured","$55","$10","10","","","2026-08-21T20:05:06.000Z","2026-08-20T21:15:23Z","Name.com, Inc.","5","0","2026-08-21T22:03:42.218Z"
"CopyKitty","copykitty.lol","https://copykitty.lol/","Websites & products","Copy the attention: indie products on a live board where verified bids set the rank and every outbound click is counted.","Measured","$118","$22","11","","","2026-08-21T20:05:05.000Z","2026-08-20T21:40:05Z","Key-Systems, LLC","1","0","2026-08-31T01:28:50.044Z"
"Apprank","apprank.lol","https://apprank.lol/","Websites & products","Pay once and hold your place until someone claims it over you.","Checked - unreadable","","$1","1","","","2026-08-21T20:05:04.000Z","2026-08-21T09:26:31Z","NameCheap, Inc.","0","0","2026-08-21T23:53:03.345Z"
"GameRank","gamerank.lol","https://gamerank.lol/","Games & clips","The live chart for games: be the game everyone sees, for as long as you out-pay.","Measured","$20","$10","0","","","2026-08-21T20:05:03.000Z","2026-08-21T14:32:20Z","Cloudflare, Inc.","4","0","2026-08-31T01:28:50.243Z"
"basebid.lol","basebid.lol","https://basebid.lol/","Crypto & tokens","Stake USDC to rank your Base project; seasons, stats, and a board of stakes.","Measured","$127","$43","10","$2","USDC on Base","2026-08-21T20:05:02.000Z","2026-08-21T06:36:06Z","NameCheap, Inc.","4","0","2026-08-31T01:28:50.440Z"
"SaaSBid","saasbid.lol","https://saasbid.lol/","Websites & products","SaaS products compete for attention in weekly rounds; the bid is the position.","Explicit $0","$0","$5","1","","","2026-08-21T20:05:01.000Z","2026-08-21T10:07:26Z","NameCheap, Inc.","0","0","2026-08-21T23:12:00.840Z"
"bidMe Founder Rank","bidme.lol","https://bidme.lol/","X accounts","Ten spots, one board. Every founder says theirs is the one to watch; the bid settles it.","Checked - unreadable","","$1","1","","","2026-08-21T20:05:00.000Z","2026-08-21T01:15:20Z","HOSTINGER operations, UAB","3","0","2026-08-21T23:53:03.647Z"
"outbid-lol.com","outbid-lol.com","https://outbid-lol.com/","Websites & products","The homage domain: every spot for sale in whole dollars, and a bid under #1 still lands where it can.","Measured","~$51","$20","","$1","","2026-08-21T19:55:03.000Z","2026-08-21T05:03:42Z","Cloudflare, Inc.","0","0","2026-09-01T13:20:07.180Z"
"Warbid","warbid.lol","https://www.warbid.lol/","Crypto & tokens","The chain war, in French: two boards, SOL versus BNB, and the rank only exists after a real transaction.","Measured","$145","$21","0","","USDC/SOL/BNB","2026-08-21T19:55:02.000Z","2026-08-21T19:08:08Z","HOSTINGER operations, UAB","3","0","2026-08-31T01:28:50.828Z"
"outbidded.lol","outbidded.lol","https://outbidded.lol/","Crypto & tokens","The crown board: the top USDC bid from any chain wears it, and the price to take it is posted live.","Measured","$14","$5","4","$1","USDC","2026-08-21T19:55:01.000Z","2026-08-21T10:45:10Z","Cloudflare, Inc.","3","0","2026-09-04T06:39:32.682Z"
"outbid.work","outbid.live","https://outbid.live/","Regional & other currencies","The recruiting one: link a job or your LinkedIn and pay in pounds; the UK board ranks whoever pays more.","Measured","$18.90","$13.50","","","","2026-08-21T19:55:00.000Z","","","2","0","2026-08-31T01:28:51.231Z"
"TakeTheSpot","takethespot.lol","https://takethespot.lol/","Ads & billboards","The grid one: claim spots from a dollar, drag out a territory, and pay to take over anything already owned.","Verified - unmeasured","","","","$1","","2026-08-21T19:30:06.000Z","2026-08-21T10:15:47Z","Key-Systems, LLC","4","0",""
"bidmeme.lol","bidmeme.lol","https://bidmeme.lol/","Crypto & tokens","Memecoins ranked by standing on-chain bids; each epoch the top three get their money back.","Explicit $0","$0","$0.41","4","","SOL","2026-08-21T19:30:05.000Z","2026-08-21T09:58:58Z","Spaceship, Inc.","4","0","2026-08-21T22:03:43.467Z"
"maxbid.lol","maxbid.lol","https://maxbid.lol/","Crypto & tokens","The same board in SOL: new spots from 0.05 SOL, and a smaller bid still lands where it can.","Verified - unmeasured","","","","0.05 SOL","SOL","2026-08-21T19:30:04.000Z","2026-08-21T10:35:44Z","NameCheap, Inc.","3","0",""
"rankit","rankit.lol","https://rankit.lol/","Websites & products","The monthly one: the board freezes at month's end, standings publish for good, and first place reopens at a dollar.","Checked - unreadable","","","0","$1","Stripe","2026-08-21T19:30:03.000Z","2026-08-21T14:27:58Z","Cloudflare, Inc.","0","0","2026-08-21T23:53:03.941Z"
"Ranktop","ranktop.lol","https://ranktop.lol/","Websites & products","A transparent board for products, makers and useful links; the verified bid decides the position.","Measured","$5","$3","3","","","2026-08-21T19:30:02.000Z","2026-08-21T06:53:33Z","Spaceship, Inc.","0","0","2026-08-21T23:46:44.137Z"
"flexbid","flexbid.lol","https://flexbid.lol/","Websites & products","Pay up, move up: one permanent board where raising your own bid only costs the difference.","Checked - unreadable","","","0","","","2026-08-21T19:30:01.000Z","2026-08-21T12:01:42Z","Spaceship, Inc.","0","0","2026-08-21T23:53:04.112Z"
"BidMore","bidmore.lol","https://bidmore.lol/","Websites & products","Products and handles ranked by verified bid; the bid holds the rank until someone pays more.","Checked - unreadable","","$2","1","","","2026-08-21T19:30:00.000Z","2026-08-21T06:11:27Z","Key-Systems, LLC","0","0","2026-08-21T23:53:04.278Z"
"topflex.lol","topflex.lol","https://topflex.lol/","Websites & products","All the things","Measured","$12","$5","2","","","2026-08-21T19:26:26.654Z","2026-08-21T10:56:58Z","NameCheap, Inc.","0","0","2026-08-31T01:28:51.411Z"
"solbid.lol","solbid.lol","https://solbid.lol/","Crypto & tokens","The Solana one: projects and tokens bid in SOL from a connected wallet, highest stack on top.","Verified - unmeasured","","","","","SOL","2026-08-21T19:20:10.000Z","2026-08-21T09:17:45Z","NameCheap, Inc.","6","1",""
"underbid.lol","underbid.lol","https://underbid.lol/","Ads & billboards","The inversion: a falling-price auction for the ad spot. The price drops every second; claim it before someone cheaper does.","Verified - unmeasured","","","","","","2026-08-21T19:20:09.000Z","2026-08-21T03:27:21Z","Name.com, Inc.","5","0",""
"topinfluencers.lol","topinfluencers.lol","https://topinfluencers.lol/","X accounts","Creators ranked by one thing: how much they paid. The bid is the rank.","Checked - unreadable","","$3","1","","","2026-08-21T19:20:08.000Z","2026-08-21T12:42:04Z","Cloudflare, Inc.","4","0","2026-08-21T23:53:04.613Z"
"LastSpot","lastspot.lol","https://lastspot.lol/","Websites & products","A hundred slots; payments set a live value that drops 5% a day, so a spot must be fed.","Measured","$65.47","$6.41","5","","","2026-08-21T19:20:07.000Z","2026-08-20T21:18:33Z","Name.com, Inc.","0","0","2026-09-04T07:55:02.999Z"
"spots.lol","spots.lol","https://spots.lol/","Ads & billboards","The ad board where the highest bid ranks #1 — and the whole board clears every Sunday.","Checked - unreadable","","$5","4","","Stripe","2026-08-21T19:20:06.000Z","2026-08-20T19:48:40Z","Spaceship, Inc.","5","0","2026-08-30T02:11:39.503Z"
"Steal My Spot","stealmyspot.lol","https://www.stealmyspot.lol/","Websites & products","Websites and X profiles on a live paid board; outbid a listing to take its position.","Measured","$48","$13","8","$29","","2026-08-21T19:20:05.000Z","2026-08-21T10:01:13Z","HOSTINGER operations, UAB","0","0","2026-08-23T15:14:53.445Z"
"Xrank","xrank.lol","https://xrank.lol/","X accounts","X accounts ordered purely by money paid into their rank — including accounts the payer does not own.","Measured","$14","$12","2","","","2026-08-21T19:20:04.000Z","2026-08-21T10:43:00Z","Key-Systems, LLC","3","0","2026-08-31T01:28:51.793Z"
"ThreadsRank","threadsrank.lol","https://threadsrank.lol/","X accounts","Threads accounts ranked by one thing: how much was paid. No algorithm, no engagement bait.","Measured","$82","$10","8","","Stripe","2026-08-21T19:20:03.000Z","2026-08-21T07:43:19Z","NameCheap, Inc.","2","0","2026-08-30T02:11:39.728Z"
"rankbid","rankbid.lol","https://rankbid.lol/","Websites & products","No judges, votes or secret sauce. Name your price, take the place it buys, stay until someone brings one more dollar.","Measured","$1,433","$120","18","","","2026-08-21T19:20:02.000Z","2026-08-21T02:29:52Z","NameCheap, Inc.","1","0","2026-09-03T04:39:44.069Z"
"BidRank","bidrank.lol","https://bidrank.lol/","Websites & products","No ads, no accounts, no cut. Pay a dollar more than the seat you want.","Explicit $0","$0","$2","1","","","2026-08-21T19:20:01.000Z","2026-08-21T02:05:52Z","Porkbun LLC","0","0","2026-08-30T02:11:40.138Z"
"BidKing","bidking.lol","https://bidking.lol/","Websites & products","The highest bidder sits on top. Pay to be listed; highest bid ranks first.","Measured","$128","$21","2","","","2026-08-21T19:20:00.000Z","2026-08-21T14:39:49Z","Dynadot Inc","0","0","2026-09-03T13:14:33.257Z"
